rooms,cafe_count,cafe_present,restaurant_count,restaurant_present,bar_count,bar_present,pub_count,pub_present,fast_food_count,fast_food_present,school_count,school_present,university_count,university_present,library_count,library_present,hospital_count,hospital_present,clinic_count,clinic_present,pharmacy_count,pharmacy_present,bank_count,bank_present,atm_count,atm_present,bus_station_count,bus_station_present,parking_count,parking_present,total_amenities,area_numeric,price_numeric
5.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,1,9,120.0,2490
3.0,5,1,14,1,4,1,5,1,9,1,1,1,0,0,5,1,0,0,0,0,1,1,4,1,1,1,1,1,4,1,54,49.0,1690
3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0,1690
3.0,1,1,3,1,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,11,49.0,1690
3.0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,8,1,13,49.0,1690
3.0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,12,49.0,1690
3.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49.0,1690
3.0,2,1,4,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,11,49.0,1690
3.0,0,0,5,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,7,1,17,49.0,1690
3.0,0,0,3,1,0,0,1,1,4,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,7,1,18,49.0,1690
3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,49.0,1690
3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,49.0,1690
3.0,2,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,1,10,49.0,1690
3.0,2,1,4,1,2,1,1,1,1,1,2,1,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,16,49.0,1690
3.0,3,1,13,1,2,1,1,1,3,1,3,1,0,0,2,1,0,0,1,1,6,1,0,0,1,1,0,0,1,1,36,49.0,1690
3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,49.0,1690
3.0,2,1,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,1,1,17,49.0,1690
3.0,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,1,12,49.0,1690
3.0,15,1,38,1,17,1,4,1,12,1,0,0,0,0,1,1,0,0,2,1,4,1,10,1,12,1,0,0,6,1,121,49.0,1690
3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,49.0,1690
3.0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6,49.0,1690
4.5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,9,170.0,4760
4.5,0,0,4,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,2,1,14,170.0,4760
4.5,1,1,6,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,1,1,0,0,0,0,15,1,27,170.0,4760
4.5,1,1,6,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,1,1,0,0,0,0,15,1,27,170.0,4760
4.5,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,1,1,0,0,0,0,13,170.0,4760
4.5,10,1,32,1,8,1,4,1,13,1,0,0,0,0,1,1,0,0,0,0,3,1,0,0,4,1,0,0,0,0,75,170.0,4760
4.5,1,1,6,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,1,1,0,0,0,0,15,1,27,170.0,4760
4.5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,170.0,4760
4.5,5,1,17,1,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,1,7,1,5,1,1,1,2,1,47,170.0,4760
4.5,0,0,4,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,0,0,13,170.0,4760
4.5,1,1,4,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,170.0,4760
4.5,1,1,17,1,4,1,0,0,2,1,2,1,0,0,2,1,0,0,2,1,1,1,2,1,1,1,0,0,9,1,43,170.0,4760
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,170.0,4760
4.5,6,1,16,1,4,1,4,1,6,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,7,1,0,0,0,0,46,170.0,4760
4.5,5,1,15,1,2,1,1,1,3,1,3,1,4,1,4,1,0,0,1,1,5,1,0,0,2,1,0,0,4,1,49,170.0,4760
4.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,7,170.0,4760
4.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170.0,4760
4.5,3,1,10,1,1,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,1,1,1,1,1,1,0,0,4,1,25,170.0,4760
4.5,1,1,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,1,9,170.0,4760
4.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,4,97.0,2110
4.5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,7,97.0,2110
4.5,1,1,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,2,1,16,97.0,2110
4.5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,7,97.0,2110
4.5,2,1,24,1,3,1,1,1,3,1,2,1,0,0,2,1,0,0,1,1,4,1,1,1,2,1,0,0,0,0,45,97.0,2110
4.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,0,0,1,1,6,97.0,2110
4.5,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,6,97.0,2110
4.5,9,1,16,1,6,1,6,1,7,1,0,0,0,0,0,0,0,0,2,1,3,1,3,1,3,1,0,0,2,1,57,97.0,2110
4.5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,6,97.0,2110
4.5,0,0,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,7,1,17,97.0,2110
4.5,0,0,4,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,7,1,20,97.0,2110
4.5,0,0,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,7,1,17,97.0,2110
4.5,1,1,7,1,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14,97.0,2110
4.5,5,1,22,1,1,1,1,1,8,1,6,1,0,0,0,0,0,0,1,1,1,1,3,1,5,1,0,0,7,1,60,97.0,2110
4.5,2,1,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,0,0,0,0,0,0,13,97.0,2110
4.5,0,0,4,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,97.0,2110
4.5,2,1,3,1,1,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,6,1,17,97.0,2110
4.5,2,1,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,1,1,12,97.0,2110
4.0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,7,92.0,1750
4.0,5,1,15,1,4,1,1,1,6,1,3,1,0,0,4,1,0,0,1,1,3,1,1,1,0,0,0,0,2,1,45,92.0,1750
4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92.0,1750
4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,92.0,1750
4.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,1,9,92.0,1750
4.0,1,1,12,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,2,1,0,0,2,1,23,92.0,1750
4.0,1,1,9,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,3,1,2,1,2,1,0,0,3,1,24,92.0,1750
4.0,8,1,37,1,5,1,2,1,7,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,34,1,96,92.0,1750
4.0,1,1,7,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,16,92.0,1750
4.0,6,1,12,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,24,92.0,1750
4.0,0,0,7,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,16,92.0,1750
4.0,2,1,10,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,3,1,0,0,4,1,28,92.0,1750
4.0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,7,92.0,1750
4.0,2,1,12,1,0,0,2,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,24,92.0,1750
4.0,5,1,12,1,0,0,0,0,7,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,2,1,30,92.0,1750
4.0,0,0,6,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,1,0,0,2,1,13,92.0,1750
4.0,1,1,10,1,2,1,1,1,2,1,1,1,0,0,1,1,0,0,0,0,1,1,2,1,2,1,0,0,2,1,25,92.0,1750
4.5,3,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,19,124.0,2540
4.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124.0,2540
4.5,6,1,30,1,4,1,2,1,10,1,3,1,0,0,3,1,0,0,2,1,2,1,1,1,3,1,0,0,1,1,67,124.0,2540
4.5,0,0,3,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,9,124.0,2540
4.5,0,0,3,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,9,124.0,2540
4.5,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,11,124.0,2540
4.5,11,1,24,1,14,1,0,0,5,1,1,1,0,0,0,0,0,0,1,1,1,1,5,1,5,1,0,0,9,1,76,124.0,2540
4.5,15,1,55,1,27,1,4,1,16,1,2,1,0,0,3,1,0,0,0,0,4,1,8,1,15,1,0,0,13,1,162,124.0,2540
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,124.0,2540
4.5,2,1,10,1,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,1,21,124.0,2540
4.5,2,1,10,1,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,1,21,124.0,2540
4.5,2,1,10,1,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,1,21,124.0,2540
4.5,2,1,10,1,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,1,21,124.0,2540
4.5,0,0,6,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,1,1,15,124.0,2540
4.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,124.0,2540
4.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,124.0,2540
4.5,4,1,13,1,2,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,27,124.0,2540
4.5,2,1,10,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,1,2,1,2,1,0,0,1,1,21,124.0,2540
4.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,124.0,2540
5.5,2,1,12,1,1,1,3,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,1,25,150.0,4480
5.5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,1,8,150.0,4480
5.5,1,1,4,1,1,1,0,0,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,20,150.0,4480
5.5,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,150.0,4480
5.5,0,0,5,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,20,150.0,4480
5.5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,7,150.0,4480
5.5,1,1,7,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,0,0,8,1,25,150.0,4480
5.5,0,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,8,150.0,4480
5.5,1,1,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,1,17,150.0,4480
5.5,2,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,3,1,11,150.0,4480
5.5,2,1,5,1,2,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,16,150.0,4480
5.5,5,1,24,1,2,1,0,0,10,1,1,1,0,0,0,0,0,0,2,1,1,1,3,1,5,1,1,1,19,1,73,150.0,4480
5.5,5,1,24,1,2,1,0,0,10,1,1,1,0,0,0,0,0,0,2,1,1,1,3,1,5,1,1,1,19,1,73,150.0,4480
5.5,2,1,16,1,3,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,4,1,1,1,2,1,0,0,16,1,47,150.0,4480
5.5,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,12,150.0,4480
5.5,5,1,15,1,9,1,1,1,1,1,0,0,0,0,3,1,0,0,0,0,4,1,3,1,1,1,0,0,0,0,42,150.0,4480
5.5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,5,1,11,150.0,4480
5.5,2,1,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,0,0,0,0,0,0,15,150.0,4480
5.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.0,4480
4.0,3,1,5,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,102.0,3590
4.0,2,1,6,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,1,1,15,102.0,3590
4.0,26,1,37,1,9,1,3,1,10,1,0,0,0,0,3,1,0,0,1,1,6,1,6,1,3,1,0,0,3,1,107,102.0,3590
4.0,17,1,29,1,5,1,3,1,6,1,0,0,0,0,5,1,0,0,1,1,3,1,4,1,1,1,0,0,1,1,75,102.0,3590
4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,102.0,3590
4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,102.0,3590
4.0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,3,1,0,0,2,1,14,102.0,3590
4.0,5,1,20,1,2,1,4,1,3,1,0,0,0,0,1,1,0,0,0,0,3,1,0,0,1,1,0,0,3,1,42,102.0,3590
4.0,2,1,6,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,1,1,15,102.0,3590
4.0,2,1,6,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,1,1,15,102.0,3590
4.0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,9,102.0,3590
4.0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,9,102.0,3590
4.0,1,1,9,1,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,3,1,3,1,0,0,6,1,28,102.0,3590
4.0,8,1,27,1,2,1,2,1,3,1,0,0,0,0,2,1,0,0,1,1,6,1,8,1,7,1,0,0,21,1,87,102.0,3590
4.0,3,1,6,1,0,0,1,1,1,1,7,1,0,0,1,1,0,0,1,1,2,1,3,1,2,1,0,0,2,1,29,102.0,3590
4.0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,4,1,0,0,1,1,17,102.0,3590
4.0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,1,9,102.0,3590
4.0,7,1,16,1,0,0,1,1,5,1,2,1,0,0,5,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,40,102.0,3590
4.0,2,1,11,1,3,1,0,0,2,1,0,0,0,0,1,1,0,0,1,1,2,1,4,1,3,1,0,0,0,0,29,102.0,3590
4.0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,9,102.0,3590
5.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,140.0,4060
5.5,4,1,8,1,6,1,0,0,9,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,1,0,0,0,0,32,140.0,4060
5.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140.0,4060
5.5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,3,1,9,140.0,4060
5.5,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,0,0,0,0,11,140.0,4060
5.5,2,1,7,1,0,0,1,1,5,1,2,1,0,0,1,1,0,0,0,0,1,1,1,1,4,1,0,0,5,1,29,140.0,4060
5.5,2,1,9,1,2,1,1,1,6,1,1,1,0,0,2,1,0,0,0,0,4,1,2,1,3,1,0,0,0,0,32,140.0,4060
5.5,2,1,9,1,5,1,1,1,3,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,3,1,1,1,14,1,41,140.0,4060
5.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,5,140.0,4060
5.5,6,1,18,1,0,0,0,0,4,1,3,1,0,0,1,1,0,0,0,0,2,1,3,1,2,1,0,0,5,1,44,140.0,4060
5.5,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,140.0,4060
5.5,5,1,17,1,4,1,2,1,5,1,1,1,0,0,2,1,0,0,0,0,4,1,1,1,1,1,0,0,0,0,42,140.0,4060
5.5,1,1,5,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0,0,2,1,16,140.0,4060
5.5,6,1,18,1,0,0,0,0,4,1,3,1,0,0,1,1,0,0,0,0,2,1,3,1,2,1,0,0,5,1,44,140.0,4060
5.5,6,1,18,1,0,0,0,0,4,1,3,1,0,0,1,1,0,0,0,0,2,1,3,1,2,1,0,0,5,1,44,140.0,4060
5.5,6,1,18,1,0,0,0,0,4,1,3,1,0,0,1,1,0,0,0,0,2,1,3,1,2,1,0,0,5,1,44,140.0,4060
5.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140.0,4060
5.5,0,0,19,1,0,0,1,1,2,1,3,1,0,0,0,0,0,0,1,1,1,1,2,1,2,1,0,0,7,1,38,140.0,4060
3.5,10,1,28,1,9,1,2,1,19,1,3,1,0,0,1,1,0,0,0,0,2,1,12,1,4,1,0,0,5,1,95,93.0,2210
3.5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,5,93.0,2210
3.5,5,1,27,1,4,1,0,0,10,1,0,0,1,1,3,1,0,0,0,0,3,1,9,1,5,1,0,0,11,1,78,93.0,2210
3.5,3,1,17,1,4,1,2,1,5,1,1,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,37,93.0,2210
3.5,0,0,4,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,3,1,3,1,4,1,0,0,1,1,18,93.0,2210
3.5,5,1,13,1,3,1,2,1,6,1,1,1,0,0,3,1,0,0,0,0,3,1,1,1,0,0,0,0,2,1,39,93.0,2210
3.5,0,0,5,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,10,93.0,2210
3.5,5,1,39,1,12,1,4,1,6,1,0,0,0,0,0,0,1,1,0,0,1,1,3,1,3,1,0,0,6,1,80,93.0,2210
3.5,5,1,8,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,2,1,3,1,1,1,0,0,1,1,24,93.0,2210
3.5,7,1,27,1,4,1,0,0,6,1,2,1,0,0,0,0,0,0,0,0,4,1,8,1,4,1,1,1,3,1,66,93.0,2210
3.5,3,1,9,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,1,0,0,3,1,25,93.0,2210
3.5,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,1,0,0,1,1,8,93.0,2210
3.5,2,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,0,15,93.0,2210
3.5,2,1,7,1,2,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,19,93.0,2210
3.5,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,93.0,2210
3.5,6,1,22,1,15,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,1,0,0,0,0,59,93.0,2210
3.5,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,93.0,2210
2.5,4,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,38.0,2610
2.5,10,1,24,1,1,1,5,1,3,1,0,0,0,0,1,1,0,0,0,0,4,1,7,1,2,1,0,0,2,1,59,38.0,2610
2.5,3,1,20,1,2,1,3,1,5,1,1,1,4,1,3,1,0,0,0,0,1,1,0,0,1,1,0,0,3,1,46,38.0,2610
2.5,10,1,16,1,2,1,0,0,2,1,1,1,1,1,2,1,1,1,0,0,4,1,1,1,2,1,0,0,1,1,43,38.0,2610
2.5,4,1,13,1,1,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,26,38.0,2610
2.5,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,12,38.0,2610
2.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,38.0,2610
2.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,38.0,2610
2.5,1,1,8,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,1,2,1,0,0,0,0,17,38.0,2610
2.5,8,1,17,1,3,1,0,0,7,1,3,1,0,0,1,1,0,0,1,1,2,1,0,0,4,1,0,0,2,1,48,38.0,2610
2.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,5,38.0,2610
2.5,0,0,3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,9,38.0,2610
2.5,5,1,24,1,2,1,0,0,10,1,1,1,0,0,0,0,0,0,2,1,1,1,3,1,5,1,1,1,19,1,73,38.0,2610
2.5,5,1,13,1,2,1,3,1,9,1,1,1,0,0,1,1,0,0,1,1,2,1,0,0,2,1,0,0,5,1,44,38.0,2610
2.5,4,1,20,1,1,1,0,0,10,1,1,1,0,0,0,0,0,0,1,1,1,1,2,1,4,1,1,1,25,1,70,38.0,2610
2.5,4,1,20,1,1,1,0,0,10,1,1,1,0,0,0,0,0,0,1,1,1,1,2,1,4,1,1,1,25,1,70,38.0,2610
2.5,14,1,44,1,21,1,3,1,20,1,0,0,0,0,1,1,0,0,0,0,7,1,2,1,7,1,0,0,7,1,126,38.0,2610
2.5,19,1,58,1,16,1,13,1,20,1,2,1,0,0,3,1,0,0,4,1,3,1,6,1,10,1,0,0,5,1,159,38.0,2610
2.5,4,1,13,1,2,1,1,1,2,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,20,1,48,38.0,2610
2.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,38.0,2610
4.5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,121.0,2730
